dLoss,vf_MeanKL,AverageDiscountedReturn,ExplainedVariance,Perplexity,MeanKL,AveragePolicyStd,MeanKLBefore,NumTrajs,vf_LossBefore,MaxReturn,vf_LossAfter,LossAfter,Iteration,MinReturn,vf_dLoss,Entropy,LossBefore,AverageReturn,StdReturn
0.01503732378,0.0,-17147.9393818,5.6096859824e-08,1.4909223597e+14,0.00992690463186,1.0,0.0,588,40244451741.9,28.9248641307,40244451741.9,-0.01503732378,1,-18669086.6049,0.0,32.6355862637,8.60320372399e-17,-70751.6525987,769485.888649
0.0155919128447,0.0,-12046.7082158,4.25639527735e-06,1.48380987344e+14,0.00997340863824,0.999792233943,0.0,602,539051461.162,-6.7832493515,539051461.162,-0.0155919128447,2,-2027951.2734,0.0,32.6308043208,-1.17036393538e-16,-42388.3266845,105937.293162
0.0157307992934,0.0,-8625.82096929,5.09112567992e-07,1.4836638424e+14,0.00999367614797,0.99978806061,0.0,595,3355405098.3,-0.00810991613377,3355405098.3,-0.0157307992934,3,-5211095.10518,0.0,32.6307058997,-4.70194310355e-17,-44666.1391202,213967.383622
0.0230708797601,0.0,-7643.49244143,1.86161406113e-05,1.48362890933e+14,0.00999750173043,0.999787100569,0.0,557,87610813.5303,5.61714818959,87610813.5303,-0.0230708797601,4,-373080.348142,0.0,32.6306823543,-2.38247521003e-16,-37402.4992468,30792.3251941
0.0166825116965,0.0,-11362.4797685,1.74827842836e-06,1.48274001891e+14,0.00995946499277,0.999761247931,0.0,599,1022107689.55,19.6992944695,1022107689.55,-0.0166825116965,5,-2675088.43395,0.0,32.6300830422,-9.49205531307e-17,-43207.2517501,139840.244199
0.0161274156418,0.0,-8658.83873974,3.47942751278e-07,1.48931772329e+14,0.00997620652124,0.999953905607,0.0,592,2319226281.25,-22.5417197054,2319226281.25,-0.0161274156418,6,-4255668.88046,0.0,32.6345094132,-4.45133517725e-17,-45485.4439427,177716.935951
0.0256300525381,0.0,-8084.83356165,3.06646905056e-05,1.48776459107e+14,0.00998893998631,0.999908762871,0.0,576,68400593.82,-21.2322311758,68400593.82,-0.0256300525381,7,-237625.643479,0.0,32.6334660209,-2.4705847687e-16,-37266.8666878,26674.1885595
0.0193461326023,0.0,-8153.96494544,3.86855844969e-06,1.47968158091e+14,0.0099898582401,0.999671913929,0.0,579,225952585.615,-6.34223424221,225952585.615,-0.0193461326023,8,-1008074.89636,0.0,32.6280182185,-1.26291619658e-16,-37847.4735578,53410.3030022
0.0217235842774,0.0,-8299.32438829,1.04270055715e-05,1.47515186875e+14,0.00996386597786,0.999539131315,0.0,574,166868270.82,16.2901548253,166868270.82,-0.0217235842774,9,-772671.352842,0.0,32.6249522483,-2.12043098794e-16,-40206.0115568,44196.1753991
0.016312739335,0.0,-8098.59286018,2.64609297662e-06,1.4758505282e+14,0.0099908596518,0.999560251776,0.0,573,420207559.951,1.05171921809,420207559.951,-0.016312739335,10,-1729209.87947,0.0,32.6254257548,-3.56973895777e-16,-38495.4097005,75254.0839688
